substrate,focal_strain,solution,species,metabolite,flux
ac,F3M07,16,F3M07_,pro__L,-1
ac,F3M07,16,C2R02,pyr,1
ac,F3M07,16,F3M07_,pyr,-1
ac,F3M07,16,E3R01,ser__D,-1
ac,F3M07,16,F3M07_,ser__D,1
ac,F3M07,16,C2R02,val__L,-1
ac,F3M07,16,E3R01,val__L,1
ac,F3M07,17,C2R02,ac,1
ac,F3M07,17,F3M07,ac,-1
ac,F3M07,17,C2R02,acald,-1
ac,F3M07,17,E3R01,acald,-1
ac,F3M07,17,F3M07,acald,1
ac,F3M07,17,C2R02,ade,-1
ac,F3M07,17,F3M07,ade,1
ac,F3M07,17,C2R02,ala__D,-1
ac,F3M07,17,E3R01,ala__D,1
ac,F3M07,17,C2R02,ala__L,1
ac,F3M07,17,E3R01,ala__L,-1
ac,F3M07,17,F3M07,ala__L,1
ac,F3M07,17,C2R02,asp__L,-1
ac,F3M07,17,E3R01,asp__L,-1
ac,F3M07,17,F3M07,asp__L,1
ac,F3M07,17,C2R02,co2,1
ac,F3M07,17,E3R01,co2,-1
ac,F3M07,17,F3M07,co2,1
ac,F3M07,17,C2R02,etoh,1
ac,F3M07,17,F3M07,etoh,-1
ac,F3M07,17,C2R02,glu__L,1
ac,F3M07,17,E3R01,glu__L,-1
ac,F3M07,17,F3M07,glu__L,1
ac,F3M07,17,C2R02,gly,-1
ac,F3M07,17,E3R01,gly,1
ac,F3M07,17,F3M07,gly,-1
ac,F3M07,17,E3R01,glyald,-1
ac,F3M07,17,F3M07,glyald,1
ac,F3M07,17,E3R01,glyc,1
ac,F3M07,17,F3M07,glyc,-1
ac,F3M07,17,C2R02,gthox,-1
ac,F3M07,17,E3R01,gthox,1
ac,F3M07,17,C2R02,gthrd,1
ac,F3M07,17,E3R01,gthrd,-1
ac,F3M07,17,C2R02,h2o2,1
ac,F3M07,17,E3R01,h2o2,-1
ac,F3M07,17,C2R02,h2s,1
ac,F3M07,17,E3R01,h2s,-1
ac,F3M07,17,F3M07,h2s,-1
ac,F3M07,17,C2R02,ile__L,1
ac,F3M07,17,E3R01,ile__L,-1
ac,F3M07,17,C2R02,leu__L,1
ac,F3M07,17,E3R01,leu__L,-1
ac,F3M07,17,F3M07,leu__L,-1
ac,F3M07,17,C2R02,pro__L,1
ac,F3M07,17,E3R01,pro__L,-1
ac,F3M07,17,F3M07,pro__L,-1
ac,F3M07,17,C2R02,pyr,1
ac,F3M07,17,F3M07,pyr,-1
ac,F3M07,17,E3R01,ser__D,-1
ac,F3M07,17,F3M07,ser__D,1
ac,F3M07,17,C2R02,thr__L,-1
ac,F3M07,17,F3M07,thr__L,1
ac,F3M07,17,C2R02,val__L,-1
ac,F3M07,17,E3R01,val__L,1
ac,F3M07,18,E3R11,ac,-1
ac,F3M07,18,F3M07,ac,1
ac,F3M07,18,E3R01,acac,-1
ac,F3M07,18,E3R11,acac,1
ac,F3M07,18,E3R11,acald,1
ac,F3M07,18,F3M07,acald,-1
ac,F3M07,18,E3R11,ade,-1
ac,F3M07,18,F3M07,ade,1
ac,F3M07,18,E3R01,ala__D,-1
ac,F3M07,18,E3R11,ala__D,1
ac,F3M07,18,F3M07,ala__D,1
ac,F3M07,18,E3R01,ala__L,1
ac,F3M07,18,E3R11,ala__L,-1
ac,F3M07,18,F3M07,ala__L,1
ac,F3M07,18,E3R01,asp__L,-1
ac,F3M07,18,E3R11,asp__L,-1
ac,F3M07,18,F3M07,asp__L,1
ac,F3M07,18,E3R11,cgly,-1
ac,F3M07,18,F3M07,cgly,1
ac,F3M07,18,E3R01,co2,-1
ac,F3M07,18,E3R11,co2,-1
ac,F3M07,18,F3M07,co2,1
ac,F3M07,18,E3R11,etoh,-1
ac,F3M07,18,F3M07,etoh,1
ac,F3M07,18,E3R01,glu__L,-1
ac,F3M07,18,E3R11,glu__L,-1
ac,F3M07,18,F3M07,glu__L,1
ac,F3M07,18,E3R01,gly,1
ac,F3M07,18,F3M07,gly,-1
ac,F3M07,18,E3R01,glyald,-1
ac,F3M07,18,E3R11,glyald,-1
ac,F3M07,18,F3M07,glyald,1
ac,F3M07,18,E3R01,glyc,1
ac,F3M07,18,E3R11,glyc,1
ac,F3M07,18,F3M07,glyc,-1
ac,F3M07,18,E3R11,gthrd,1
ac,F3M07,18,F3M07,gthrd,-1
ac,F3M07,18,E3R01,h2s,-1
ac,F3M07,18,E3R11,h2s,-1
ac,F3M07,18,F3M07,h2s,1
ac,F3M07,18,E3R01,ile__L,1
ac,F3M07,18,E3R11,ile__L,-1
ac,F3M07,18,F3M07,ile__L,-1
ac,F3M07,18,E3R01,leu__L,-1
ac,F3M07,18,E3R11,leu__L,1
ac,F3M07,18,E3R01,lys__L,1
ac,F3M07,18,F3M07,lys__L,-1
ac,F3M07,18,E3R01,pro__L,-1
ac,F3M07,18,E3R11,pro__L,1
ac,F3M07,18,F3M07,pro__L,-1
ac,F3M07,18,E3R11,pyr,1
ac,F3M07,18,F3M07,pyr,-1
ac,F3M07,18,E3R01,ser__D,-1
ac,F3M07,18,F3M07,ser__D,1
ac,F3M07,18,E3R11,thr__L,-1
ac,F3M07,18,F3M07,thr__L,1
ac,F3M07,18,E3R01,val__L,1
ac,F3M07,18,E3R11,val__L,-1
ac,F3M07,19,E3R18,ac,-1
ac,F3M07,19,F3M07,ac,-1
ac,F3M07,19,E3R01,acald,-1
ac,F3M07,19,E3R18,acald,1
ac,F3M07,19,F3M07,acald,-1
ac,F3M07,19,E3R18,ala__D,-1
ac,F3M07,19,F3M07,ala__D,1
ac,F3M07,19,E3R01,ala__L,1
ac,F3M07,19,E3R18,ala__L,1
ac,F3M07,19,F3M07,ala__L,-1
ac,F3M07,19,E3R01,asp__L,1
ac,F3M07,19,E3R18,asp__L,1
ac,F3M07,19,F3M07,asp__L,-1
ac,F3M07,19,E3R01,co2,-1
ac,F3M07,19,E3R18,co2,-1
ac,F3M07,19,F3M07,co2,1
ac,F3M07,19,E3R18,etoh,-1
ac,F3M07,19,F3M07,etoh,1
ac,F3M07,19,E3R01,glu__L,-1
ac,F3M07,19,E3R18,glu__L,1
ac,F3M07,19,F3M07,glu__L,-1
ac,F3M07,19,E3R01,gly,1
ac,F3M07,19,E3R18,gly,-1
ac,F3M07,19,E3R01,glyald,-1
ac,F3M07,19,F3M07,glyald,1
ac,F3M07,19,E3R01,glyc,1
ac,F3M07,19,F3M07,glyc,-1
ac,F3M07,19,E3R01,gthox,1
ac,F3M07,19,E3R18,gthox,-1
ac,F3M07,19,E3R01,gthrd,-1
ac,F3M07,19,E3R18,gthrd,1
ac,F3M07,19,E3R01,h2o2,-1
ac,F3M07,19,E3R18,h2o2,1
ac,F3M07,19,E3R01,h2s,-1
ac,F3M07,19,E3R18,h2s,1
ac,F3M07,19,F3M07,h2s,-1
ac,F3M07,19,E3R01,lys__L,1
ac,F3M07,19,E3R18,lys__L,-1
ac,F3M07,19,F3M07,lys__L,-1
ac,F3M07,19,E3R01,pro__L,-1
ac,F3M07,19,E3R18,pro__L,-1
ac,F3M07,19,F3M07,pro__L,1
ac,F3M07,19,E3R18,pyr,-1
ac,F3M07,19,F3M07,pyr,1
ac,F3M07,19,E3R01,ser__D,-1
ac,F3M07,19,E3R18,ser__D,1
ac,F3M07,19,F3M07,ser__D,-1
ac,F3M07,2,D3R19,ac,-1
ac,F3M07,2,F3M07_,ac,1
ac,F3M07,2,D3R19,acald,1
ac,F3M07,2,F3M07_,acald,-1
ac,F3M07,2,D3R19,ala__D,-1
ac,F3M07,2,F3M07_,ala__D,1
ac,F3M07,2,D3R19,ala__L,1
ac,F3M07,2,F3M07_,ala__L,-1
ac,F3M07,2,D3R19,asp__L,1
ac,F3M07,2,F3M07_,asp__L,-1
ac,F3M07,2,D3R19,co2,1
ac,F3M07,2,F3M07_,co2,1
ac,F3M07,2,D3R19,etha,1
ac,F3M07,2,D3R19,etoh,-1
ac,F3M07,2,F3M07_,etoh,1
ac,F3M07,2,D3R19,g3pe,-1
ac,F3M07,2,F3M07_,g3pe,1
ac,F3M07,2,D3R19,glu__L,-1
ac,F3M07,2,F3M07_,glu__L,1
ac,F3M07,2,D3R19,gly,-1
ac,F3M07,2,F3M07_,gly,1
ac,F3M07,2,D3R19,pyr,-1
ac,F3M07,2,F3M07_,pyr,1
ac,F3M07,2,D3R19,ser__D,1
ac,F3M07,2,F3M07_,ser__D,-1
ac,F3M07,20,C3M06,ac,-1
ac,F3M07,20,D2M19,ac,-1
ac,F3M07,20,F3M07,ac,1
ac,F3M07,20,C3M06,acac,1
ac,F3M07,20,E3R01,acac,-1
ac,F3M07,20,C3M06,acald,-1
ac,F3M07,20,D2M19,acald,1
ac,F3M07,20,F3M07,acald,-1
ac,F3M07,20,E3R01,ala__D,1
ac,F3M07,20,F3M07,ala__D,-1
ac,F3M07,20,C3M06,ala__L,-1
ac,F3M07,20,D2M19,ala__L,-1
ac,F3M07,20,E3R01,ala__L,1
ac,F3M07,20,F3M07,ala__L,1
ac,F3M07,20,C3M06,arg__L,-1
ac,F3M07,20,D2M19,arg__L,1
ac,F3M07,20,E3R01,arg__L,-1
ac,F3M07,20,F3M07,arg__L,-1
ac,F3M07,20,C3M06,asp__L,-1
ac,F3M07,20,D2M19,asp__L,1
ac,F3M07,20,E3R01,asp__L,-1
ac,F3M07,20,F3M07,asp__L,1
ac,F3M07,20,C3M06,cgly,-1
ac,F3M07,20,D2M19,cgly,1
ac,F3M07,20,C3M06,co2,-1
ac,F3M07,20,D2M19,co2,1
ac,F3M07,20,E3R01,co2,-1
ac,F3M07,20,F3M07,co2,1
ac,F3M07,20,C3M06,etoh,1
ac,F3M07,20,D2M19,etoh,-1
ac,F3M07,20,F3M07,etoh,1
ac,F3M07,20,C3M06,fum,1
ac,F3M07,20,D2M19,fum,-1
ac,F3M07,20,C3M06,glu__L,-1
ac,F3M07,20,D2M19,glu__L,1
ac,F3M07,20,E3R01,glu__L,1
ac,F3M07,20,F3M07,glu__L,1
ac,F3M07,20,E3R01,gly,1
ac,F3M07,20,F3M07,gly,-1
ac,F3M07,20,E3R01,glyald,-1
ac,F3M07,20,F3M07,glyald,1
ac,F3M07,20,E3R01,glyc,1
ac,F3M07,20,F3M07,glyc,-1
ac,F3M07,20,D2M19,gthox,-1
ac,F3M07,20,E3R01,gthox,1
ac,F3M07,20,C3M06,gthrd,1
ac,F3M07,20,D2M19,gthrd,-1
ac,F3M07,20,E3R01,gthrd,-1
ac,F3M07,20,D2M19,h2o2,1
ac,F3M07,20,E3R01,h2o2,-1
ac,F3M07,20,C3M06,h2s,-1
ac,F3M07,20,D2M19,h2s,1
ac,F3M07,20,E3R01,h2s,-1
ac,F3M07,20,F3M07,h2s,-1
ac,F3M07,20,D2M19,ile__L,1
ac,F3M07,20,E3R01,ile__L,-1
ac,F3M07,20,F3M07,ile__L,-1
ac,F3M07,20,D2M19,indole,-1
ac,F3M07,20,F3M07,indole,1
ac,F3M07,20,D2M19,leu__L,1
ac,F3M07,20,E3R01,leu__L,-1
ac,F3M07,20,C3M06,lys__L,1
ac,F3M07,20,F3M07,lys__L,-1
ac,F3M07,20,C3M06,mal__L,1
ac,F3M07,20,D2M19,mal__L,-1
ac,F3M07,20,C3M06,pro__L,-1
ac,F3M07,20,D2M19,pro__L,1
ac,F3M07,20,E3R01,pro__L,-1
ac,F3M07,20,F3M07,pro__L,-1
ac,F3M07,20,C3M06,pyr,1
ac,F3M07,20,D2M19,pyr,1
ac,F3M07,20,F3M07,pyr,-1
ac,F3M07,20,C3M06,rib__D,1
ac,F3M07,20,D2M19,rib__D,-1
ac,F3M07,20,E3R01,ser__D,-1
ac,F3M07,20,F3M07,ser__D,1
ac,F3M07,20,C3M06,succ,-1
ac,F3M07,20,D2M19,succ,1
ac,F3M07,20,D2M19,thr__L,1
ac,F3M07,20,E3R01,thr__L,-1
ac,F3M07,20,D2M19,val__L,1
ac,F3M07,20,E3R01,val__L,-1
ac,F3M07,3,B3R10,ac,1
ac,F3M07,3,F3M07_,ac,-1
ac,F3M07,3,B3R10,acald,-1
ac,F3M07,3,F3M07_,acald,1
ac,F3M07,3,B3R10,ala__D,-1
ac,F3M07,3,F3M07_,ala__D,1
ac,F3M07,3,B3R10,ala__L,1
ac,F3M07,3,F3M07_,ala__L,-1
ac,F3M07,3,B3R10,asp__L,-1
ac,F3M07,3,F3M07_,asp__L,1
ac,F3M07,3,B3R10,co2,1
ac,F3M07,3,F3M07_,co2,1
ac,F3M07,3,B3R10,etoh,1
ac,F3M07,3,F3M07_,etoh,-1
ac,F3M07,3,B3R10,glu__L,1
ac,F3M07,3,F3M07_,glu__L,-1
ac,F3M07,3,B3R10,gly,1
ac,F3M07,3,F3M07_,gly,-1
ac,F3M07,3,B3R10,pro__L,1
ac,F3M07,3,F3M07_,pro__L,-1
ac,F3M07,3,B3R10,pyr,1
ac,F3M07,3,F3M07_,pyr,-1
ac,F3M07,3,B3R10,ser__D,-1
ac,F3M07,3,F3M07_,ser__D,1
ac,F3M07,4,E3R09,ac,-1
ac,F3M07,4,F3M07_,ac,1
ac,F3M07,4,E3R09,acald,1
ac,F3M07,4,F3M07_,acald,-1
ac,F3M07,4,E3R09,ala__D,-1
ac,F3M07,4,F3M07_,ala__D,1
ac,F3M07,4,E3R09,ala__L,1
ac,F3M07,4,F3M07_,ala__L,-1
ac,F3M07,4,E3R09,asp__L,1
ac,F3M07,4,F3M07_,asp__L,-1
ac,F3M07,4,E3R09,co2,-1
ac,F3M07,4,F3M07_,co2,1
ac,F3M07,4,E3R09,etoh,-1
ac,F3M07,4,F3M07_,etoh,1
ac,F3M07,4,E3R09,glu__L,-1
ac,F3M07,4,F3M07_,glu__L,1
ac,F3M07,4,E3R09,gly,1
ac,F3M07,4,F3M07_,gly,-1
ac,F3M07,4,E3R09,pro__L,-1
ac,F3M07,4,F3M07_,pro__L,1
ac,F3M07,4,E3R09,pyr,-1
ac,F3M07,4,F3M07_,pyr,1
ac,F3M07,4,E3R09,ser__D,-1
ac,F3M07,4,F3M07_,ser__D,1
ac,F3M07,5,C2M11,ac,1
ac,F3M07,5,F3M07_,ac,-1
ac,F3M07,5,C2M11,acald,-1
ac,F3M07,5,F3M07_,acald,1
ac,F3M07,5,C2M11,ade,1
ac,F3M07,5,F3M07_,ade,-1
ac,F3M07,5,C2M11,ala__D,-1
ac,F3M07,5,F3M07_,ala__D,1
ac,F3M07,5,C2M11,ala__L,1
ac,F3M07,5,F3M07_,ala__L,-1
ac,F3M07,5,C2M11,arg__L,1
ac,F3M07,5,F3M07_,arg__L,-1
ac,F3M07,5,C2M11,asp__L,-1
ac,F3M07,5,F3M07_,asp__L,1
ac,F3M07,5,C2M11,co2,1
ac,F3M07,5,F3M07_,co2,1
ac,F3M07,5,C2M11,etoh,1
ac,F3M07,5,F3M07_,etoh,-1
ac,F3M07,5,C2M11,glu__L,1
ac,F3M07,5,F3M07_,glu__L,-1
ac,F3M07,5,C2M11,gly,1
ac,F3M07,5,F3M07_,gly,-1
ac,F3M07,5,C2M11,glyc__R,-1
ac,F3M07,5,F3M07_,glyc__R,1
ac,F3M07,5,C2M11,pro__L,1
ac,F3M07,5,F3M07_,pro__L,-1
ac,F3M07,5,C2M11,pyr,-1
ac,F3M07,5,F3M07_,pyr,1
ac,F3M07,5,C2M11,ser__D,-1
ac,F3M07,5,F3M07_,ser__D,1
ac,F3M07,6,D2R05,ac,1
ac,F3M07,6,F3M07_,ac,-1
ac,F3M07,6,D2R05,acald,-1
ac,F3M07,6,F3M07_,acald,1
ac,F3M07,6,D2R05,ala__D,-1
ac,F3M07,6,F3M07_,ala__D,1
ac,F3M07,6,D2R05,ala__L,1
ac,F3M07,6,F3M07_,ala__L,-1
ac,F3M07,6,D2R05,asp__L,1
ac,F3M07,6,F3M07_,asp__L,-1
ac,F3M07,6,D2R05,co2,-1
ac,F3M07,6,F3M07_,co2,1
ac,F3M07,6,D2R05,etoh,1
ac,F3M07,6,F3M07_,etoh,-1
ac,F3M07,6,D2R05,glu__L,-1
ac,F3M07,6,F3M07_,glu__L,1
ac,F3M07,6,D2R05,gly,-1
ac,F3M07,6,F3M07_,gly,1
ac,F3M07,6,D2R05,pro__L,1
ac,F3M07,6,F3M07_,pro__L,-1
ac,F3M07,6,D2R05,pyr,-1
ac,F3M07,6,F3M07_,pyr,1
ac,F3M07,6,D2R05,ser__D,-1
ac,F3M07,6,F3M07_,ser__D,1
ac,F3M07,7,F3M07_,ac,-1
ac,F3M07,7,A3R12,acald,1
ac,F3M07,7,F3M07_,acald,-1
ac,F3M07,7,A3R12,ade,-1
ac,F3M07,7,F3M07_,ade,1
ac,F3M07,7,A3R12,ala__D,1
ac,F3M07,7,F3M07_,ala__D,-1
ac,F3M07,7,A3R12,ala__L,-1
ac,F3M07,7,F3M07_,ala__L,1
ac,F3M07,7,A3R12,asp__L,1
ac,F3M07,7,F3M07_,asp__L,-1
ac,F3M07,7,A3R12,co2,-1
ac,F3M07,7,F3M07_,co2,1
ac,F3M07,7,A3R12,etoh,-1
ac,F3M07,7,F3M07_,etoh,1
ac,F3M07,7,A3R12,glu__L,-1
ac,F3M07,7,F3M07_,glu__L,1
ac,F3M07,7,A3R12,gly,1
ac,F3M07,7,F3M07_,gly,-1
ac,F3M07,7,A3R12,h2co3,1
ac,F3M07,7,A3R12,lys__L,1
ac,F3M07,7,F3M07_,lys__L,-1
ac,F3M07,7,A3R12,pro__L,1
ac,F3M07,7,F3M07_,pro__L,-1
ac,F3M07,7,A3R12,pyr,-1
ac,F3M07,7,F3M07_,pyr,1
ac,F3M07,8,F3M07_,ac,-1
ac,F3M07,8,m_3D05,ac,1
ac,F3M07,8,F3M07_,acald,-1
ac,F3M07,8,m_3D05,acald,1
ac,F3M07,8,F3M07_,ala__D,1
ac,F3M07,8,m_3D05,ala__D,-1
ac,F3M07,8,F3M07_,ala__L,-1
ac,F3M07,8,m_3D05,ala__L,1
ac,F3M07,8,F3M07_,asp__L,-1
ac,F3M07,8,m_3D05,asp__L,1
ac,F3M07,8,F3M07_,co2,1
ac,F3M07,8,m_3D05,co2,-1
ac,F3M07,8,F3M07_,etoh,1
ac,F3M07,8,m_3D05,etoh,-1
ac,F3M07,8,F3M07_,glu__L,1
ac,F3M07,8,m_3D05,glu__L,-1
ac,F3M07,8,F3M07_,pro__L,-1
ac,F3M07,8,m_3D05,pro__L,1
ac,F3M07,8,F3M07_,pyr,1
ac,F3M07,8,m_3D05,pyr,-1
ac,F3M07,9,C1M14,ac,-1
ac,F3M07,9,F3M07_,ac,1
ac,F3M07,9,C1M14,acald,1
ac,F3M07,9,F3M07_,acald,-1
ac,F3M07,9,C1M14,ala__D,-1
ac,F3M07,9,F3M07_,ala__D,1
ac,F3M07,9,C1M14,ala__L,1
ac,F3M07,9,F3M07_,ala__L,-1
ac,F3M07,9,C1M14,asp__L,1
ac,F3M07,9,F3M07_,asp__L,-1
ac,F3M07,9,C1M14,co2,1
ac,F3M07,9,F3M07_,co2,1
ac,F3M07,9,C1M14,etoh,-1
ac,F3M07,9,F3M07_,etoh,1
ac,F3M07,9,C1M14,glu__L,-1
ac,F3M07,9,F3M07_,glu__L,1
ac,F3M07,9,C1M14,gly,1
ac,F3M07,9,F3M07_,gly,-1
ac,F3M07,9,C1M14,h2s,-1
ac,F3M07,9,F3M07_,h2s,1
ac,F3M07,9,C1M14,pro__L,1
ac,F3M07,9,F3M07_,pro__L,-1
ac,F3M07,9,C1M14,pyr,1
ac,F3M07,9,F3M07_,pyr,-1
ac,F3R08,1,F3R08,ac,-1
ac,F3R08,1,I3M07,ac,1
ac,F3R08,1,F3R08,acald,-1
ac,F3R08,1,I3M07,acald,1
ac,F3R08,1,F3R08,ala__L,-1
ac,F3R08,1,I3M07,ala__L,1
ac,F3R08,1,F3R08,asp__L,1
ac,F3R08,1,I3M07,asp__L,-1
ac,F3R08,1,F3R08,co2,-1
ac,F3R08,1,I3M07,co2,1
ac,F3R08,1,F3R08,etoh,1
ac,F3R08,1,I3M07,etoh,-1
ac,F3R08,1,F3R08,glu__L,-1
ac,F3R08,1,I3M07,glu__L,1
ac,F3R08,1,F3R08,gly,-1
ac,F3R08,1,I3M07,gly,1
ac,F3R08,1,F3R08,h2s,-1
ac,F3R08,1,I3M07,h2s,1
ac,F3R08,1,F3R08,ile__L,1
ac,F3R08,1,I3M07,ile__L,-1
ac,F3R08,1,F3R08,leu__L,-1
ac,F3R08,1,I3M07,leu__L,1
ac,F3R08,1,F3R08,pro__L,1
ac,F3R08,1,I3M07,pro__L,-1
ac,F3R08,1,F3R08,pyr,1
ac,F3R08,1,I3M07,pyr,-1
ac,F3R08,1,F3R08,rib__D,-1
ac,F3R08,1,I3M07,rib__D,1
ac,F3R08,1,F3R08,succ,-1
ac,F3R08,1,I3M07,succ,1
ac,F3R08,1,F3R08,val__L,1
ac,F3R08,1,I3M07,val__L,-1
ac,F3R08,10,E3R09,ac,1
ac,F3R08,10,F3R08,ac,-1
ac,F3R08,10,E3R09,acald,-1
ac,F3R08,10,F3R08,acald,1
ac,F3R08,10,E3R09,ala__L,1
ac,F3R08,10,F3R08,ala__L,-1
ac,F3R08,10,E3R09,asp__L,1
ac,F3R08,10,F3R08,asp__L,-1
ac,F3R08,10,E3R09,co2,1
ac,F3R08,10,F3R08,co2,-1
ac,F3R08,10,E3R09,etoh,1
ac,F3R08,10,F3R08,etoh,-1
ac,F3R08,10,E3R09,glu__L,1
ac,F3R08,10,F3R08,glu__L,-1
ac,F3R08,10,E3R09,gly,1
ac,F3R08,10,F3R08,gly,-1
ac,F3R08,10,E3R09,glyc,1
ac,F3R08,10,F3R08,glyc,-1
ac,F3R08,10,E3R09,gthox,-1
ac,F3R08,10,F3R08,gthox,1
ac,F3R08,10,E3R09,gthrd,1
ac,F3R08,10,F3R08,gthrd,-1
ac,F3R08,10,E3R09,h2o2,1
ac,F3R08,10,F3R08,h2o2,-1
ac,F3R08,10,E3R09,h2s,-1
ac,F3R08,10,F3R08,h2s,1
ac,F3R08,10,E3R09,ile__L,1
ac,F3R08,10,F3R08,ile__L,-1
ac,F3R08,10,E3R09,leu__L,1
ac,F3R08,10,F3R08,leu__L,-1
ac,F3R08,10,E3R09,pro__L,1
ac,F3R08,10,F3R08,pro__L,-1
ac,F3R08,10,E3R09,pyr,-1
ac,F3R08,10,F3R08,pyr,1
ac,F3R08,10,E3R09,rib__D,1
ac,F3R08,10,F3R08,rib__D,-1
ac,F3R08,10,E3R09,val__L,-1
ac,F3R08,10,F3R08,val__L,1
ac,F3R08,11,E3M18,ac,1
ac,F3R08,11,F3R08,ac,-1
ac,F3R08,11,E3M18,acald,1
ac,F3R08,11,F3R08,acald,-1
ac,F3R08,11,E3M18,asp__L,-1
ac,F3R08,11,F3R08,asp__L,1
ac,F3R08,11,E3M18,co2,1
ac,F3R08,11,F3R08,co2,-1
ac,F3R08,11,E3M18,etoh,-1
ac,F3R08,11,F3R08,etoh,1
ac,F3R08,11,E3M18,glu__L,1
ac,F3R08,11,F3R08,glu__L,-1
ac,F3R08,11,E3M18,gthox,-1
ac,F3R08,11,F3R08,gthox,1
ac,F3R08,11,E3M18,gthrd,1
ac,F3R08,11,F3R08,gthrd,-1
ac,F3R08,11,E3M18,h2o2,1
ac,F3R08,11,F3R08,h2o2,-1
ac,F3R08,11,E3M18,h2s,-1
ac,F3R08,11,F3R08,h2s,1
ac,F3R08,11,E3M18,ile__L,1
ac,F3R08,11,F3R08,ile__L,-1
ac,F3R08,11,E3M18,leu__L,1
ac,F3R08,11,F3R08,leu__L,-1
ac,F3R08,11,E3M18,pro__L,-1
ac,F3R08,11,F3R08,pro__L,1
ac,F3R08,11,E3M18,pyr,-1
ac,F3R08,11,F3R08,pyr,1
ac,F3R08,11,E3M18,rib__D,1
ac,F3R08,11,F3R08,rib__D,-1
ac,F3R08,11,E3M18,val__L,-1
ac,F3R08,11,F3R08,val__L,1
ac,F3R08,12,C3R17,ac,1
ac,F3R08,12,F3R08,ac,-1
ac,F3R08,12,C3R17,acald,1
ac,F3R08,12,F3R08,acald,-1
ac,F3R08,12,C3R17,ala__L,1
ac,F3R08,12,F3R08,ala__L,-1
ac,F3R08,12,C3R17,asp__L,-1
ac,F3R08,12,F3R08,asp__L,1
ac,F3R08,12,C3R17,co2,1
ac,F3R08,12,F3R08,co2,-1
ac,F3R08,12,C3R17,etoh,-1
ac,F3R08,12,F3R08,etoh,1
ac,F3R08,12,C3R17,glu__L,-1
ac,F3R08,12,F3R08,glu__L,1
ac,F3R08,12,C3R17,h2s,-1
ac,F3R08,12,F3R08,h2s,1
ac,F3R08,12,C3R17,ile__L,-1
ac,F3R08,12,F3R08,ile__L,1
ac,F3R08,12,C3R17,leu__L,-1
ac,F3R08,12,F3R08,leu__L,1
ac,F3R08,12,C3R17,pro__L,-1
ac,F3R08,12,F3R08,pro__L,1
ac,F3R08,12,C3R17,pyr,-1
ac,F3R08,12,F3R08,pyr,1
ac,F3R08,12,C3R17,rib__D,1
ac,F3R08,12,F3R08,rib__D,-1
ac,F3R08,12,C3R17,val__L,1
ac,F3R08,12,F3R08,val__L,-1
ac,F3R08,13,A3R04,ac,1
ac,F3R08,13,F3R08,ac,-1
ac,F3R08,13,A3R04,acald,1
ac,F3R08,13,F3R08,acald,-1
ac,F3R08,13,A3R04,asp__L,-1
ac,F3R08,13,F3R08,asp__L,1
ac,F3R08,13,A3R04,co2,1
ac,F3R08,13,F3R08,co2,-1
ac,F3R08,13,A3R04,etoh,-1
ac,F3R08,13,F3R08,etoh,1
ac,F3R08,13,A3R04,glu__L,1
ac,F3R08,13,F3R08,glu__L,-1
ac,F3R08,13,A3R04,gly,1
ac,F3R08,13,F3R08,gly,-1
ac,F3R08,13,A3R04,h2s,-1
ac,F3R08,13,F3R08,h2s,1
ac,F3R08,13,A3R04,ile__L,-1
ac,F3R08,13,F3R08,ile__L,1
ac,F3R08,13,A3R04,lys__L,-1
ac,F3R08,13,F3R08,lys__L,1
ac,F3R08,13,A3R04,pro__L,-1
ac,F3R08,13,F3R08,pro__L,1
ac,F3R08,13,A3R04,pyr,-1
ac,F3R08,13,F3R08,pyr,1
ac,F3R08,13,A3R04,rib__D,1
ac,F3R08,13,F3R08,rib__D,-1
ac,F3R08,14,F3R08,ac,-1
ac,F3R08,14,m_3D05,ac,1
ac,F3R08,14,F3R08,acald,-1
ac,F3R08,14,m_3D05,acald,1
ac,F3R08,14,F3R08,ala__L,-1
ac,F3R08,14,m_3D05,ala__L,1
ac,F3R08,14,F3R08,asp__L,-1
ac,F3R08,14,m_3D05,asp__L,1
ac,F3R08,14,F3R08,co2,-1
ac,F3R08,14,m_3D05,co2,1
ac,F3R08,14,F3R08,etoh,1
ac,F3R08,14,m_3D05,etoh,-1
ac,F3R08,14,F3R08,glu__L,-1
ac,F3R08,14,m_3D05,glu__L,1
ac,F3R08,14,F3R08,gly,-1
ac,F3R08,14,m_3D05,gly,1
ac,F3R08,14,F3R08,gthox,1
ac,F3R08,14,m_3D05,gthox,-1
ac,F3R08,14,F3R08,gthrd,-1
ac,F3R08,14,m_3D05,gthrd,1
ac,F3R08,14,F3R08,h2o2,-1
ac,F3R08,14,m_3D05,h2o2,1
ac,F3R08,14,F3R08,h2s,1
ac,F3R08,14,m_3D05,h2s,-1
ac,F3R08,14,F3R08,ile__L,1
ac,F3R08,14,m_3D05,ile__L,-1
ac,F3R08,14,F3R08,leu__L,-1
ac,F3R08,14,m_3D05,leu__L,1
ac,F3R08,14,F3R08,pro__L,1
ac,F3R08,14,m_3D05,pro__L,-1
ac,F3R08,14,F3R08,pyr,1
ac,F3R08,14,m_3D05,pyr,-1
ac,F3R08,14,F3R08,rib__D,-1
ac,F3R08,14,m_3D05,rib__D,1
ac,F3R08,14,F3R08,ura,1
